Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Strategy Repeats
40 5.04355555859977 1.47222110930139 2.16743499467262 1 0 2.362191217 1.53694216449416 1 0 0 2.16743499467262 1.47222110930139 1 0 Class 1 SU55 1
41 5.26309038705998 1.47999641786887 2.19038939690469 1.00528134566089 0.149118109415225 2.3550292587 1.53461045829227 0.998482892684083 0.142838705015593 0.00151710731591725 2.16086352029828 1.46998759188582 0.998482892684083 0.149118109415225 Class 1 SU55 1
42 5.49532113341593 1.43177021916491 2.04996596048753 0.972523902910427 0.306859867693741 2.3568200289 1.53519380825354 0.998862445002151 0.293937914680636 0.00113755499784851 2.1625066463801 1.47054637682057 0.998862445002152 0.306859867693741 Class 1 SU55 1
43 5.85385740538285 1.44141847494309 2.07768721990726 0.979077440091239 0.550394123317243 2.3241704825 1.52452303442749 0.991919585295026 0.527216876146907 0.00808041470497367 2.13254896602033 1.46032495220082 0.991919585295026 0.550394123317243 Class 1 SU55 1
44 5.99649614633412 1.40673369839371 1.97889969819646 0.955517951417805 0.64728088852533 2.314280878 1.52127606896316 0.989806971340291 0.620023713155129 0.0101930286597087 2.12347473243479 1.45721471734085 0.989806971340291 0.64728088852533 Class 1 SU55 1
45 6.29840157860567 1.45327036377126 2.11199475021585 0.987127785758265 0.85234888433393 2.3171346492 1.52221373308744 0.990417055536003 0.81645623953514 0.00958294446399655 2.12609321798378 1.45811289617223 0.990417055536003 0.85234888433393 Class 1 SU55 1
46 6.50929836535491 1.41736999089847 2.00893769109952 0.962742608391919 0.995599640227053 2.3018294132 1.51717810859503 0.98714066387421 0.953674666891284 0.01285933612579 2.11204985694282 1.4532893232054 0.98714066387421 0.995599640227053 Class 1 SU55 1
47 6.74265901158024 1.40325952194946 1.96913728594182 0.953158131671771 1.15410887824231 2.291148468 1.51365401198557 0.98484773659895 1.1055090375113 0.0151522634010505 2.10224952653939 1.44991362726867 0.98484773659895 1.15410887824231 Class 1 SU55 1
48 6.98850493905355 1.36765207631387 1.87047220184565 0.928971923899977 1.32109869106327 2.2926699889 1.51415652721243 0.985174694397669 1.26546686361091 0.0148253056023311 2.10364560219155 1.4503949814418 0.985174694397669 1.32109869106327 Class 1 SU55 1
49 7.21519774303678 1.34374164410516 1.80564160610243 0.912730863329895 1.4750788252639 2.2830479608 1.5109758306472 0.983105197809765 1.4129628522175 0.0168948021902353 2.09481688406171 1.44734822487946 0.983105197809765 1.4750788252639 Class 1 SU55 1
50 7.54417736776535 1.42395124894243 2.0276371593647 0.967212900253909 1.69853685249235 2.2804337964 1.51011052456434 0.982542192836093 1.6270110007611 0.0174578071639073 2.09241825038565 1.44651935707257 0.982542192836093 1.69853685249235 Class 1 SU55 1
51 7.65880337110439 1.41704631727568 2.00802026530456 0.962522754444204 1.77639608342909 2.2883102934 1.51271619724256 0.984237554404285 1.70159155817379 0.0157624455957148 2.09964535169328 1.44901530416117 0.984237554404285 1.77639608342909 Class 1 SU55 1
52 7.89666461249465 1.40789903581423 1.98217969504664 0.956309501962185 1.93796233179183 2.2696544993 1.50653725453438 0.980217271240141 1.85635420759889 0.0197827287598585 2.08252767692811 1.44309655842154 0.980217271240141 1.93796233179183 Class 1 SU55 1
53 7.88730272973443 1.41572764453743 2.0042847635075 0.961627051529802 1.9316033122797 2.2667291349 1.50556605132422 0.979585365087391 1.85026296813882 0.0204146349126091 2.07984350084317 1.44216625284437 0.979585365087391 1.9316033122797 Class 1 SU55 1
54 8.08521503659808 1.38746455325168 1.9250578865299 0.942429465578084 2.0660344147909 2.2494374746 1.49981247981206 0.975841846531472 1.9790331401308 0.0241581534685285 2.06397749076723 1.43665496580328 0.975841846531472 2.0660344147909 Class 1 SU55 1
55 8.24229490329727 1.39397284721415 1.94316029877031 0.946850196894421 2.17273025395987 2.2327198059 1.49422883317784 0.972208888334856 2.08123598831077 0.0277911116651439 2.04863814824959 1.43130644805702 0.972208888334856 2.17273025395987 Class 1 SU55 1
56 8.44890078186775 1.38633297319433 1.92191911256582 0.941660844580729 2.31306642850945 2.231363034 1.49377476012952 0.971913449079685 2.21566256814143 0.0280865509203145 2.04739323849178 1.43087149614904 0.971913449079686 2.31306642850945 Class 1 SU55 1
57 8.78783412309201 1.42743735873389 2.03757741310918 0.969580825675869 2.54328547582707 2.2130720238 1.4876397493345 0.967921749888426 2.43618702836782 0.0320782501115735 2.0306102721891 1.42499483233768 0.967921749888426 2.54328547582707 Class 1 SU55 1
