Generation,Indiv,Father,Mother,gvNormUnres1,EBV
1,1,0,0,-0.1272357871,-0.00453162334274102
1,2,0,0,-1.1984042155,-0.0194623196516848
1,3,0,0,-0.1108587524,-0.000478294145727508
1,4,0,0,0.9618797483,0.0346386239581094
1,5,0,0,-0.3253967319,-0.0159630964805717
1,6,0,0,-1.0633599452,-0.0290033384812588
1,7,0,0,0.2655969879,0.0217114953286097
1,8,0,0,0.359672849,0.0138847369640106
1,9,0,0,-0.0761305719,-0.000601566253102504
1,10,0,0,0.0707935862,-0.00777288598928805
1,11,0,0,-0.6835072222,-0.0274583440706118
1,12,0,0,0.1922845272,0.0150633979018231
1,13,0,0,-1.1494367226,-0.0284442328357426
1,14,0,0,0.217327859,-0.00901556702775986
1,15,0,0,0.4099708349,0.0271399789477669
1,16,0,0,-0.937101515,-0.00907067941236312
1,17,0,0,0.5100611503,0.0116438720925628
1,18,0,0,0.0072518089,0.00506843843709805
1,19,0,0,0.5084901061,0.0113130327691092
1,20,0,0,0.2594498189,-0.0231847670772044
1,21,0,0,-0.3299457239,0.00259521540968254
1,22,0,0,-0.75713425,-0.0207382990632511
1,23,0,0,0.4552129659,0.00307991926668496
1,24,0,0,0.3428570448,0.0271954574121996
1,25,0,0,-0.3170332528,-0.00582454447421276
1,26,0,0,-0.3106462117,-0.00793813759901637
1,27,0,0,0.7201278779,0.0233286657753344
1,28,0,0,-0.113990576,0.00790460274539322
1,29,0,0,0.5614951018,0.00962260903245005
1,30,0,0,0.3663429638,-0.0156384295795058
1,31,0,0,-0.9234471496,-0.0217321679000008
1,32,0,0,0.2070594433,0.00359641154443864
1,33,0,0,0.392497806,0.00331618949695752
1,34,0,0,-0.8769677422,-0.0119503882403396
1,35,0,0,-0.1661385186,-0.00144346674870165
1,36,0,0,0.0329797813,-0.0106957393498484
1,37,0,0,-0.4951270354,-0.00437962331060156
1,38,0,0,0.1018264033,-0.00630162430288006
1,39,0,0,-0.7186758676,-0.0320255597242099
1,40,0,0,-0.7786203367,-0.0226137676933786
1,41,0,0,0.9760917534,0.0227880288510999
1,42,0,0,0.3625548346,0.0244020308747294
1,43,0,0,0.1029248621,-0.00351274554398445
1,44,0,0,0.39329808,0.0199995487456914
1,45,0,0,0.2842716962,0.014526591188153
1,46,0,0,0.5089365425,0.0110760850037761
1,47,0,0,-1.1744357816,-0.0441174493537591
1,48,0,0,-0.7988605363,-0.0265232906348246
1,49,0,0,-0.4286989524,-0.0055333719910481
1,50,0,0,-0.2296302462,-0.0174369538819583
1,51,0,0,-0.3642149699,-0.00765020067511856
1,52,0,0,0.0273509256,-0.00582422895303409
1,53,0,0,-0.0793907994,-0.0310493085531182
1,54,0,0,-0.0323052296,-0.00834619432763699
1,55,0,0,-0.5636311895,-0.0239756468543861
1,56,0,0,0.3954834375,0.0169420084783085
1,57,0,0,-0.0233624735,0.0109529632934633
1,58,0,0,1.0391273361,0.0569824526225992
1,59,0,0,-1.2125507961,-0.0325870915447571
1,60,0,0,-0.4354596108,-0.0144817382123439
1,61,0,0,0.3725545164,0.0415835308944354
1,62,0,0,-0.0467968387,0.000189485810358628
1,63,0,0,-0.9670807814,-0.0309131302504995
1,64,0,0,-0.1655464436,-0.0133951557476188
1,65,0,0,0.2207869498,0.00507321194918923
1,66,0,0,-0.2236326672,-0.00976684239942086
1,67,0,0,0.6742868287,0.0266776181106625
1,68,0,0,0.1465417944,0.0033222623516018
1,69,0,0,0.2393628932,-0.00170408383731764
1,70,0,0,1.5214855528,0.0472941179511327
1,71,0,0,-0.0275531536,-0.016606823640475
1,72,0,0,0.0146612784,-0.0103242818268811
1,73,0,0,-0.4642316084,0.00630471987605686
1,74,0,0,0.1700470278,0.0151377643030859
1,75,0,0,0.9365073952,0.0291662185538728
1,76,0,0,0.2431889318,0.0259665002706192
1,77,0,0,-0.1225222412,0.0187139960424304
1,78,0,0,-0.1403771878,0.000675805078339954
1,79,0,0,0.7441270446,0.0233328342978802
1,80,0,0,-0.0483821882,0.00866924127381918
1,81,0,0,0.6630891656,0.0236904090975701
1,82,0,0,-0.0235064067,-0.0239794150779282
1,83,0,0,-0.3955653616,-0.0103267367590381
1,84,0,0,-0.1593726907,-0.0276946927389096
1,85,0,0,0.3792634069,0.011034246579958
1,86,0,0,0.060755265,-0.019419442227126
1,87,0,0,-0.0681379905,-0.00207683269400909
1,88,0,0,-0.6914931891,-0.0228586661515262
1,89,0,0,1.1337758671,0.0322627519462875
1,90,0,0,0.5197004369,0.00610456624465818
1,91,0,0,0.0831576325,0.0113927655775495
1,92,0,0,-0.4683886025,-0.00898937176608983
1,93,0,0,0.6302483397,0.0284092771350171
1,94,0,0,-0.2691362964,-0.00718194984123288
1,95,0,0,0.4990928202,0.0280966973512687
1,96,0,0,-0.8916583485,-0.0319884123751107
1,97,0,0,-0.3488107574,-0.0233393099166437
1,98,0,0,0.4988862456,0.0168335232564955
1,99,0,0,0.600025629,0.0193618212640673
1,100,0,0,-1.478743781,-0.0351889198942586
1,101,0,0,0.5406438388,-0.00709587821021145
1,102,0,0,0.0339958381,0.00692788459827418
1,103,0,0,-0.087797895,-0.000411088581038119
1,104,0,0,1.0992236692,0.0477670979215304
1,105,0,0,0.176555884,-0.00445452160300492
1,106,0,0,0.4006331588,0.00560523332144169
1,107,0,0,0.2291545134,-0.0148828674408352
1,108,0,0,-0.2549493596,-0.00377017985488498
1,109,0,0,-1.1489662708,-0.0338121753314994
1,110,0,0,0.807335876,0.00700869214428418
1,111,0,0,-0.3650607921,-0.0201255611942932
1,112,0,0,-0.5893698304,-0.0162521419353342
1,113,0,0,0.4378495894,0.012621771488614
1,114,0,0,-1.3423286602,-0.0161171371691385
1,115,0,0,0.3461189169,-0.0142836512937741
1,116,0,0,-0.3317197642,-0.0130358367537316
1,117,0,0,-0.5742947799,-0.0261744642082132
1,118,0,0,-0.6040961977,-0.0061287585695749
1,119,0,0,0.0677039551,0.00503956775413828
1,120,0,0,-0.0441155686,0.005039915252667
1,121,0,0,0.2337125824,-0.0129837211582727
1,122,0,0,-0.6830637021,0.00200328209019218
1,123,0,0,0.0220152191,-0.00240218199267836
1,124,0,0,-0.0256765784,0.00653793758250564
1,125,0,0,0.4610046062,0.0067547272542498
1,126,0,0,0.5405416816,0.0225578348813673
1,127,0,0,0.2293144821,0.00177937618148972
1,128,0,0,-1.1493665781,-0.0389434975495863
