Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Strategy
40 5.04355555859977 1.47222110930139 2.16743499467262 1 0 2.362191217 1.53694216449416 1 0 0 2.16743499467262 1.47222110930139 1 0 Gen1_11 1 SU55
41 5.6015793758713 1.45828608798367 2.12659831440673 0.990534695345911 0.379035332224196 2.3315492537 1.52694114284081 0.993492909567848 0.363074050646001 0.00650709043215247 2.13931937766248 1.46264123340704 0.993492909567847 0.379035332224196 Gen1_11 1 SU55
42 5.77016478400734 1.48279567128385 2.19868300277811 1.00718272677633 0.493546262050518 2.3337112695 1.5276489352924 0.993953429467646 0.472762893876823 0.00604657053235425 2.14130314115725 1.46331922052478 0.993953429467646 0.493546262050518 Gen1_11 1 SU55
43 6.05193427391506 1.47711275610752 2.18186209425556 1.00332263053099 0.684937003650078 2.3357623729 1.52832011466839 0.994390127341838 0.656094118965867 0.00560987265816215 2.14318513667686 1.46396213635355 0.994390127341838 0.684937003650078 Gen1_11 1 SU55
44 6.63369360482531 1.54784470684144 2.39582323649707 1.05136701074469 1.08009458374096 2.314762653 1.52143440640732 0.989909992421905 1.03461150520839 0.0100900075780952 2.12391678640021 1.45736638715191 0.989909992421905 1.08009458374096 Gen1_11 1 SU55
45 7.0876724476915 1.53426514216414 2.35396952645995 1.04214314851944 1.3884578044542 2.3066120175 1.51875344197141 0.988165642830978 1.32998946630142 0.011834357169022 2.11643814856413 1.45479831886215 0.988165642830978 1.3884578044542 Gen1_11 1 SU55
46 7.52121235966961 1.48625566436668 2.20895589986205 1.00953291253374 1.68293796727691 2.2921845224 1.51399620950648 0.985070384873441 1.61206898887134 0.0149296151265591 2.10320016108023 1.45024141475833 0.985070384873441 1.68293796727691 Gen1_11 1 SU55
47 8.05166828830531 1.40758269208253 1.9812890350503 0.956094626812181 2.04324792702706 2.2673564732 1.50577437659166 0.979720910374815 1.95720619760313 0.020279089625185 2.08041911681157 1.44236580547778 0.979720910374815 2.04324792702706 Gen1_11 1 SU55
48 8.54300531101734 1.41046183699133 1.98940259360895 0.958050273888974 2.37698653436517 2.2500248497 1.50000828321046 0.975969244557843 2.27689098084527 0.0240307554421574 2.06451643839246 1.43684252386699 0.975969244557843 2.37698653436517 Gen1_11 1 SU55
49 8.81521640776552 1.3835132845949 1.91410900865056 0.939745582952149 2.5618847775899 2.2413249169 1.49710551294824 0.97408057865402 2.45400310844298 0.0259194213459798 2.0565337913204 1.43406199005496 0.97408057865402 2.5618847775899 Gen1_11 1 SU55
