Generation,Indiv,Father,Mother,EBV
1,1,0,0,1.23377287612
1,2,0,0,1.0604383559
1,3,0,0,1.43494269135
1,4,0,0,0.376087843362
1,5,0,0,1.25670000779
1,6,0,0,0.902047735259
1,7,0,0,0.0398861685497
1,8,0,0,1.30900722002
1,9,0,0,0.5866351292
1,10,0,0,0.480656987097
1,11,0,0,0.0475187863535
1,12,0,0,1.01905594477
1,13,0,0,0.404893536667
1,14,0,0,0.340054526174
1,15,0,0,0.863626691631
1,16,0,0,1.00188586487
1,17,0,0,0.38990801437
1,18,0,0,0.313401220886
1,19,0,0,0.995955600645
1,20,0,0,0.93408829476
1,21,0,0,0.495685332283
1,22,0,0,1.01243217028
1,23,0,0,0.764700507507
1,24,0,0,0.560970900016
1,25,0,0,0.462447406502
1,26,0,0,0.683386423845
1,27,0,0,0.869712595557
1,28,0,0,1.48968549851
1,29,0,0,1.39093930647
1,30,0,0,1.05375470914
1,31,0,0,1.23300419298
1,32,0,0,0.0572546135838
1,33,0,0,1.0883626525
1,34,0,0,1.05157001316
1,35,0,0,1.2152388589
1,36,0,0,0.0161184671385
1,37,0,0,0.759468105548
1,38,0,0,0.563781612463
1,39,0,0,0.274841641511
1,40,0,0,1.4047530031
1,41,0,0,0.949752128492
1,42,0,0,0.492688991865
1,43,0,0,0.975698016137
1,44,0,0,0.232792779726
1,45,0,0,1.0139467627
1,46,0,0,1.3585073934
1,47,0,0,0.511348714093
1,48,0,0,0.727331919814
1,49,0,0,1.07622606747
1,50,0,0,0.328758116897
1,51,0,0,0.56732681239
1,52,0,0,1.4027800632
1,53,0,0,0.824826803847
1,54,0,0,0.236059641011
1,55,0,0,0.62044194074
1,56,0,0,0.737763268263
1,57,0,0,1.07663725279
1,58,0,0,1.46108385361
1,59,0,0,0.0407445220108
1,60,0,0,1.0696885554
1,61,0,0,0.755125656749
1,62,0,0,1.29099773275
1,63,0,0,0.597502945817
1,64,0,0,0.037700147234
1,65,0,0,0.869608774064
1,66,0,0,1.16494202105
1,67,0,0,0.407580648872
1,68,0,0,0.938322416647
1,69,0,0,1.13356398272
1,70,0,0,1.49674217314
1,71,0,0,0.707323955653
1,72,0,0,0.654820249704
1,73,0,0,1.24839602476
1,74,0,0,0.296223863057
1,75,0,0,1.19938756755
1,76,0,0,0.519889929705
1,77,0,0,1.38959277186
1,78,0,0,1.11902735438
1,79,0,0,1.44482298619
1,80,0,0,0.188736032505
1,81,0,0,0.914535584484
1,82,0,0,0.410823596242
1,83,0,0,1.43750222056
1,84,0,0,0.856875099533
1,85,0,0,0.27133034141
1,86,0,0,1.0632946401
1,87,0,0,1.4388452501
1,88,0,0,0.526311504396
1,89,0,0,1.4125428074
1,90,0,0,0.0789003496237
1,91,0,0,0.201418704409
1,92,0,0,0.0216786273245
1,93,0,0,0.0737297901198
1,94,0,0,0.240503581347
1,95,0,0,0.722040770571
1,96,0,0,1.07657527257
1,97,0,0,0.613927139294
1,98,0,0,0.602318248294
1,99,0,0,1.46260470265
1,100,0,0,1.44033901382
1,101,0,0,0.555870261591
1,102,0,0,0.405010816793
1,103,0,0,0.0177979087355
1,104,0,0,1.40884918095
1,105,0,0,0.279516329271
1,106,0,0,0.465053920447
1,107,0,0,0.894767198342
1,108,0,0,1.03756300206
1,109,0,0,0.127181702509
1,110,0,0,1.33953151172
1,111,0,0,0.942900625117
1,112,0,0,1.0232930384
1,113,0,0,0.651433278958
1,114,0,0,1.08691790196
1,115,0,0,0.580730735596
1,116,0,0,1.04281863296
1,117,0,0,1.29661505746
1,118,0,0,1.47441962123
1,119,0,0,0.525213695919
1,120,0,0,0.544499281536
1,121,0,0,1.12284847138
1,122,0,0,0.379049461641
1,123,0,0,0.089485023901
1,124,0,0,0.370297119416
1,125,0,0,1.26945191234
1,126,0,0,0.813861127931
1,127,0,0,1.05049806345
1,128,0,0,0.772655717063
1,129,0,0,0.419187138293
1,130,0,0,0.637997675216
