Generation,Indiv,Father,Mother,EBV
0,1,0,0,1.34514128508
0,2,0,0,0.357411389641
0,3,0,0,0.0452709501493
0,4,0,0,0.192250538305
0,5,0,0,0.430072706854
0,6,0,0,1.23870391801
0,7,0,0,0.591242936146
0,8,0,0,1.31560674458
0,9,0,0,0.902126689575
0,10,0,0,0.216586112494
0,11,0,0,1.44911537046
0,12,0,0,0.514722697048
0,13,0,0,0.168375171444
0,14,0,0,1.26810898264
0,15,0,0,1.10342993451
0,16,0,0,0.158940494663
0,17,0,0,0.329869752117
0,18,0,0,1.18765079616
0,19,0,0,0.696040590481
0,20,0,0,0.708782473798
0,21,0,0,0.373701599014
0,22,0,0,0.593609016049
0,23,0,0,0.642138255336
0,24,0,0,0.782886998269
0,25,0,0,1.10701337242
0,26,0,0,0.528449293099
0,27,0,0,1.12170018989
0,28,0,0,0.715820382419
0,29,0,0,1.09244274164
0,30,0,0,1.08837780651
0,31,0,0,0.869834381197
0,32,0,0,1.20386877161
0,33,0,0,0.153227353718
0,34,0,0,1.20969205215
0,35,0,0,0.336819128845
0,36,0,0,0.370295727882
0,37,0,0,0.381368734329
0,38,0,0,0.838814607592
0,39,0,0,0.39473604384
0,40,0,0,1.1794020366
0,41,0,0,0.878738727181
0,42,0,0,0.624674619791
0,43,0,0,1.10026689573
0,44,0,0,0.952153540584
0,45,0,0,0.355557951665
0,46,0,0,0.321939095277
0,47,0,0,1.11797577319
0,48,0,0,0.751651230538
0,49,0,0,0.0080307926829
0,50,0,0,0.8360511977
0,51,0,0,0.861300578572
0,52,0,0,1.21974473332
0,53,0,0,0.324911326122
0,54,0,0,0.00941965030057
0,55,0,0,1.19001006653
0,56,0,0,1.07380221022
0,57,0,0,0.396887091402
0,58,0,0,0.728760014596
0,59,0,0,0.663507271173
0,60,0,0,0.945949155582
0,61,0,0,0.992082238007
0,62,0,0,1.342520044
0,63,0,0,0.727549765114
0,64,0,0,0.990663077859
0,65,0,0,0.0177905364073
0,66,0,0,1.17877958379
0,67,0,0,1.43633063099
0,68,0,0,0.242128974544
0,69,0,0,0.220567183752
0,70,0,0,1.17592342202
0,71,0,0,0.0146258738758
0,72,0,0,0.223763458914
0,73,0,0,0.0826911492081
0,74,0,0,1.38146209829
0,75,0,0,0.754881441817
0,76,0,0,0.662436279702
0,77,0,0,1.09709105691
0,78,0,0,1.17101719521
0,79,0,0,0.81649267963
0,80,0,0,1.16195584652
0,81,0,0,1.040438846
0,82,0,0,0.0776715630396
0,83,0,0,0.346552175738
0,84,0,0,0.835389217519
0,85,0,0,0.856664591711
0,86,0,0,0.151448060836
0,87,0,0,0.519091220705
0,88,0,0,1.2435705967
0,89,0,0,0.633446431821
0,90,0,0,0.657453695783
0,91,0,0,1.17802468602
0,92,0,0,1.05042760757
0,93,0,0,1.28740026074
0,94,0,0,0.268416040433
0,95,0,0,0.634541462472
0,96,0,0,0.856296492561
0,97,0,0,0.116290996231
0,98,0,0,0.295640724492
0,99,0,0,1.44245114585
0,100,0,0,0.28868240019
1,101,0,0,0.123372254886
1,102,0,0,0.0127672040907
1,103,0,0,0.561732642218
1,104,0,0,0.764304110546
1,105,0,0,0.402773329311
1,106,0,0,0.0303412662646
1,107,0,0,0.505509830549
1,108,0,0,0.771676750245
1,109,0,0,1.11594995355
1,110,0,0,0.506955217546
1,111,0,0,0.670515008732
1,112,0,0,0.08065285558
1,113,0,0,0.444922353772
1,114,0,0,0.908456889961
1,115,0,0,0.376862069614
1,116,0,0,0.24625145652
1,117,0,0,1.30107430282
1,118,0,0,0.971106920402
1,119,0,0,0.810796382843
1,120,0,0,0.85667415402
1,121,0,0,1.33521324705
1,122,0,0,1.36389053787
1,123,0,0,0.935596927583
1,124,0,0,0.0890940326594
1,125,0,0,0.46929430146
1,126,0,0,1.02514038482
1,127,0,0,0.102561269441
1,128,0,0,0.127297440841
1,129,0,0,0.0211999717345
1,130,0,0,0.0468569139473
1,131,0,0,0.0863150456748
1,132,0,0,0.0594517951728
1,133,0,0,0.379890935899
1,134,0,0,1.32245128547
1,135,0,0,0.512328757262
1,136,0,0,1.42561069258
1,137,0,0,0.286799798213
1,138,0,0,0.77021674845
1,139,0,0,0.480501632604
1,140,0,0,1.08341195465
1,141,0,0,1.26173471221
1,142,0,0,1.28210275318
1,143,0,0,0.282019822047
1,144,0,0,0.890014444713
1,145,0,0,1.302674544
1,146,0,0,0.243313408152
1,147,0,0,1.43612236104
1,148,0,0,0.441243393931
1,149,0,0,0.0934607970099
1,150,0,0,0.165736693494
1,151,0,0,0.478357300232
1,152,0,0,0.7578227519
1,153,0,0,0.737223881242
1,154,0,0,0.19271830365
1,155,0,0,0.0110882017474
1,156,0,0,0.652686038622
1,157,0,0,0.454662312692
1,158,0,0,1.47787925576
1,159,0,0,1.26998559239
1,160,0,0,0.778092623291
1,161,0,0,1.01322026916
1,162,0,0,1.04823312876
1,163,0,0,0.0131697151602
1,164,0,0,1.20824483862
1,165,0,0,0.670152284541
1,166,0,0,0.238994412379
1,167,0,0,0.243623115722
1,168,0,0,0.795500419331
1,169,0,0,1.09217031472
1,170,0,0,0.968526155349
1,171,0,0,0.542240658805
1,172,0,0,0.386886864908
1,173,0,0,0.222639648763
1,174,0,0,0.261391231833
1,175,0,0,0.31217918558
1,176,0,0,0.361603599154
1,177,0,0,1.36122563358
1,178,0,0,1.15042969586
1,179,0,0,0.405830824252
1,180,0,0,1.01330530828
1,181,0,0,0.575211514279
1,182,0,0,1.48722990599
1,183,0,0,0.911804058975
1,184,0,0,0.876766278842
1,185,0,0,0.490845917208
1,186,0,0,1.23088304823
1,187,0,0,0.23789485337
1,188,0,0,0.867839011251
1,189,0,0,0.89244754044
1,190,0,0,0.212120360652
1,191,0,0,0.787266348017
1,192,0,0,1.27020270322
1,193,0,0,1.21632361593
1,194,0,0,0.162113669389
1,195,0,0,0.869805679597
1,196,0,0,0.746628586243
1,197,0,0,1.25256694167
1,198,0,0,0.855341331659
1,199,0,0,1.27032526072
1,200,0,0,1.14904537556
2,201,0,0,0.638980002183
2,202,0,0,0.391313130174
2,203,0,0,1.15663884748
2,204,0,0,1.20202087697
2,205,0,0,0.934916524143
2,206,0,0,0.0411069713816
2,207,0,0,1.37161846748
2,208,0,0,1.27192138157
2,209,0,0,0.202256910332
2,210,0,0,1.1767471064
2,211,0,0,1.39355048916
2,212,0,0,0.476280654773
2,213,0,0,0.509906535182
2,214,0,0,1.03641396285
2,215,0,0,0.233538551723
2,216,0,0,1.20131234837
2,217,0,0,0.63514363754
2,218,0,0,1.15875556419
2,219,0,0,0.395485068883
2,220,0,0,0.420022418912
2,221,0,0,0.155333573369
2,222,0,0,0.46837699154
2,223,0,0,1.20941540461
2,224,0,0,1.32707647691
2,225,0,0,0.573971259016
2,226,0,0,0.866256167478
2,227,0,0,0.648494435739
2,228,0,0,0.890133194969
2,229,0,0,0.958635276693
2,230,0,0,1.02174133042
2,231,0,0,1.45949404999
2,232,0,0,1.09840567658
2,233,0,0,1.22641485058
2,234,0,0,0.188303606336
2,235,0,0,0.74777292719
2,236,0,0,0.847938745145
2,237,0,0,0.972574905303
2,238,0,0,0.443099236425
2,239,0,0,1.37037466847
2,240,0,0,1.04365121569
2,241,0,0,0.0316081421322
2,242,0,0,0.42443316447
2,243,0,0,1.15149160685
2,244,0,0,1.36435333292
2,245,0,0,0.364964621954
2,246,0,0,0.871315515399
2,247,0,0,1.1695778095
2,248,0,0,0.153216368442
2,249,0,0,0.719125160445
2,250,0,0,0.40489985394
2,251,0,0,1.00314888004
2,252,0,0,1.39366079924
2,253,0,0,0.0437086688998
2,254,0,0,1.47379887755
2,255,0,0,0.961427962655
2,256,0,0,0.454188970464
2,257,0,0,1.45525322305
2,258,0,0,0.136068437752
2,259,0,0,0.678525346555
2,260,0,0,1.1525533526
2,261,0,0,1.38659702066
2,262,0,0,1.42654426405
2,263,0,0,1.05852674641
2,264,0,0,1.05544552881
2,265,0,0,0.00435556227722
2,266,0,0,0.737032505536
2,267,0,0,1.09845097262
2,268,0,0,1.26721143892
2,269,0,0,0.0541845469198
2,270,0,0,0.395052007512
2,271,0,0,0.110714336819
2,272,0,0,0.955811611901
2,273,0,0,1.14464475535
2,274,0,0,0.380719090506
2,275,0,0,1.32811377132
2,276,0,0,0.379571591554
2,277,0,0,0.110935300949
2,278,0,0,1.24948273973
2,279,0,0,0.416076391897
2,280,0,0,1.37935004562
2,281,0,0,0.966421414186
2,282,0,0,0.0422207454864
2,283,0,0,0.742043588137
2,284,0,0,1.46568528649
2,285,0,0,1.33709204016
2,286,0,0,0.0884788518121
2,287,0,0,0.550379524859
2,288,0,0,1.13550203803
2,289,0,0,0.798711933838
2,290,0,0,0.0451166323609
2,291,0,0,1.46661797003
2,292,0,0,0.89552769662
2,293,0,0,0.463999572806
2,294,0,0,1.34761247399
2,295,0,0,0.531904494069
2,296,0,0,0.154279324677
2,297,0,0,1.48088750881
2,298,0,0,1.04850851427
2,299,0,0,0.589785590623
2,300,0,0,0.495628778321
3,301,0,0,0.352766523822
3,302,0,0,1.03841660718
3,303,0,0,0.330905974028
3,304,0,0,1.20110612197
3,305,0,0,0.863382223698
3,306,0,0,1.3586255019
3,307,0,0,0.723797621264
3,308,0,0,0.98661927328
3,309,0,0,0.290878207136
3,310,0,0,0.683090426567
3,311,0,0,0.934126160948
3,312,0,0,0.127787029384
3,313,0,0,0.460025033276
3,314,0,0,0.0140431672714
3,315,0,0,1.08119571398
3,316,0,0,0.618719831013
3,317,0,0,1.04893931684
3,318,0,0,0.156318564061
3,319,0,0,1.05004328641
3,320,0,0,1.2597813913
3,321,0,0,0.825734415115
3,322,0,0,1.27753638913
3,323,0,0,0.798645604784
3,324,0,0,0.576534629257
3,325,0,0,1.37385717781
3,326,0,0,0.931601954804
3,327,0,0,0.565324426879
3,328,0,0,0.66016543783
3,329,0,0,0.859424562069
3,330,0,0,0.790907433007
3,331,0,0,1.13748747849
3,332,0,0,0.522354323241
3,333,0,0,1.24053611091
3,334,0,0,0.75441653445
3,335,0,0,0.705405645069
3,336,0,0,0.598569437733
3,337,0,0,0.112916524101
3,338,0,0,1.22689917311
3,339,0,0,1.05428473963
3,340,0,0,0.03216806277
3,341,0,0,0.0806615185973
3,342,0,0,1.11770236896
3,343,0,0,1.48449589333
3,344,0,0,0.172623522549
3,345,0,0,1.27432499005
3,346,0,0,1.06011492559
3,347,0,0,0.055930491491
3,348,0,0,0.758197943667
3,349,0,0,0.783600476403
3,350,0,0,1.13520836289
3,351,0,0,1.29500039615
3,352,0,0,0.626247693078
3,353,0,0,0.132935878034
3,354,0,0,0.47830343123
3,355,0,0,0.748701952963
3,356,0,0,0.543351946322
3,357,0,0,1.02701616555
3,358,0,0,0.743176938483
3,359,0,0,0.204321916322
3,360,0,0,0.0368718486156
3,361,0,0,0.119529229539
3,362,0,0,0.542200560512
3,363,0,0,0.563600243021
3,364,0,0,0.22041602941
3,365,0,0,0.459076069346
3,366,0,0,0.491115688004
3,367,0,0,0.12692508523
3,368,0,0,0.604968983591
3,369,0,0,0.834225246929
3,370,0,0,0.539753155387
3,371,0,0,1.25666806504
3,372,0,0,0.0878129875328
3,373,0,0,1.43828366083
3,374,0,0,0.463585155101
3,375,0,0,0.27256314665
3,376,0,0,0.119763230929
3,377,0,0,0.950257263446
3,378,0,0,1.42931932898
3,379,0,0,1.41748573411
3,380,0,0,1.45742216987
3,381,0,0,1.16540843106
3,382,0,0,0.926595771115
3,383,0,0,1.28083743432
3,384,0,0,0.561388650361
3,385,0,0,1.4655605088
3,386,0,0,1.11311513375
3,387,0,0,0.489651722832
3,388,0,0,1.44874266753
3,389,0,0,1.31985896508
3,390,0,0,0.22538029598
3,391,0,0,0.241121619814
3,392,0,0,1.25415584237
3,393,0,0,0.725146450366
3,394,0,0,0.103009392364
3,395,0,0,1.07864286684
3,396,0,0,0.740285029645
3,397,0,0,0.333396636004
3,398,0,0,1.03821655773
3,399,0,0,0.572687665953
3,400,0,0,0.364267843207
4,401,0,0,0.586363096366
4,402,0,0,0.38863111209
4,403,0,0,1.33608973849
4,404,0,0,0.0948913880902
4,405,0,0,0.900138090874
4,406,0,0,0.071516172581
4,407,0,0,1.15678388456
4,408,0,0,0.70492536011
4,409,0,0,0.915888580591
4,410,0,0,1.07327038938
4,411,0,0,0.468039166244
4,412,0,0,0.303623546433
4,413,0,0,0.356327337008
4,414,0,0,0.550352181106
4,415,0,0,0.815546127077
4,416,0,0,0.590010282971
4,417,0,0,1.12202427777
4,418,0,0,1.10597598813
4,419,0,0,0.962558529486
4,420,0,0,0.441726785421
4,421,0,0,1.10471688289
4,422,0,0,0.683691312451
4,423,0,0,0.606879210076
4,424,0,0,1.10574364928
4,425,0,0,0.497256187603
4,426,0,0,0.9738610156
4,427,0,0,0.754122857799
4,428,0,0,0.897838944851
4,429,0,0,0.0908811826791
4,430,0,0,1.41320683164
4,431,0,0,1.04468899915
4,432,0,0,1.38485221615
4,433,0,0,0.47911608257
4,434,0,0,0.806563837772
4,435,0,0,1.06933702861
4,436,0,0,0.48901257486
4,437,0,0,0.874387410348
4,438,0,0,0.0377422519015
4,439,0,0,0.0411811788651
4,440,0,0,0.932687960377
4,441,0,0,1.4237516761
4,442,0,0,0.862591770036
4,443,0,0,1.18248264588
4,444,0,0,0.311588771541
4,445,0,0,1.00844482517
4,446,0,0,0.114049484428
4,447,0,0,0.505937845731
4,448,0,0,0.906221246471
4,449,0,0,1.25549633722
4,450,0,0,0.913235115558
4,451,0,0,0.312533547357
4,452,0,0,0.900552652645
4,453,0,0,1.42054877992
4,454,0,0,0.7889293023
4,455,0,0,1.00751905372
4,456,0,0,0.982310534795
4,457,0,0,1.10612409854
4,458,0,0,1.42379605684
4,459,0,0,0.372566916022
4,460,0,0,1.01509587868
4,461,0,0,1.3702784053
4,462,0,0,1.46353850191
4,463,0,0,1.28028727476
4,464,0,0,0.978608788142
4,465,0,0,0.674782797822
4,466,0,0,0.906396012376
4,467,0,0,1.03798143259
4,468,0,0,0.259029036543
4,469,0,0,1.49805360847
4,470,0,0,1.3862441302
4,471,0,0,0.6484149693
4,472,0,0,0.8464534133
4,473,0,0,1.41434463809
4,474,0,0,1.07221636457
4,475,0,0,0.819078135269
4,476,0,0,0.316676411986
4,477,0,0,0.329013887196
4,478,0,0,0.668115388109
4,479,0,0,1.41454240005
4,480,0,0,1.09443379989
4,481,0,0,0.44841209922
4,482,0,0,1.04201253215
4,483,0,0,1.480698903
4,484,0,0,1.412616673
4,485,0,0,1.31459257784
4,486,0,0,0.229421109065
4,487,0,0,0.973905679421
4,488,0,0,1.14107870611
4,489,0,0,0.36210718218
4,490,0,0,1.20803845423
4,491,0,0,0.00447595790982
4,492,0,0,0.124878790338
4,493,0,0,0.421128868789
4,494,0,0,0.919439595095
4,495,0,0,0.647486874907
4,496,0,0,0.231704804525
4,497,0,0,0.0641915218214
4,498,0,0,0.865560375979
4,499,0,0,0.38603247866
4,500,0,0,0.38802019537
5,501,0,0,0.788299838306
5,502,0,0,0.991898709121
5,503,0,0,1.09419813465
5,504,0,0,0.117962467966
5,505,0,0,0.714604650003
5,506,0,0,0.497402999169
5,507,0,0,1.05048371343
5,508,0,0,1.04078901011
5,509,0,0,1.24342958349
5,510,0,0,1.0628162953
5,511,0,0,0.533249027287
5,512,0,0,0.394499628921
5,513,0,0,1.38707528715
5,514,0,0,0.944829408649
5,515,0,0,0.785648788599
5,516,0,0,1.16186070142
5,517,0,0,0.450684702004
5,518,0,0,0.287441338529
5,519,0,0,0.0667927287159
5,520,0,0,0.691728070357
5,521,0,0,0.0572703544034
5,522,0,0,0.905170154409
5,523,0,0,1.19101805693
5,524,0,0,0.676852514461
5,525,0,0,1.47498605693
5,526,0,0,0.482052041593
5,527,0,0,0.958401893291
5,528,0,0,0.868066535675
5,529,0,0,1.2642439199
5,530,0,0,0.909482560125
5,531,0,0,0.207153375123
5,532,0,0,0.448464380246
5,533,0,0,1.06822692544
5,534,0,0,1.09077866286
5,535,0,0,0.242874296999
5,536,0,0,1.27700816202
5,537,0,0,0.289856188724
5,538,0,0,0.75420295343
5,539,0,0,0.869780193181
5,540,0,0,0.318280129257
5,541,0,0,0.936587109474
5,542,0,0,1.49530267774
5,543,0,0,0.413379840262
5,544,0,0,0.166490060109
5,545,0,0,1.48356561615
5,546,0,0,1.19097601226
5,547,0,0,0.882942620877
5,548,0,0,1.11463303934
5,549,0,0,1.3553545443
5,550,0,0,0.0113399507173
5,551,0,0,1.17755475263
5,552,0,0,1.29939378414
5,553,0,0,1.17162518545
5,554,0,0,0.63413980715
5,555,0,0,0.713288988666
5,556,0,0,1.38851088011
5,557,0,0,1.22978963329
5,558,0,0,1.23684182316
5,559,0,0,0.513765994095
5,560,0,0,0.337028687437
5,561,0,0,1.22446390439
5,562,0,0,1.25442237114
5,563,0,0,0.582895011767
5,564,0,0,0.825108975393
5,565,0,0,1.46347256688
5,566,0,0,0.511182453231
