Generation,Indiv,Father,Mother,EBV
1,1,0,0,0.851881940522
1,2,0,0,1.33444935264
1,3,0,0,0.972029152302
1,4,0,0,0.0194352976979
1,5,0,0,0.140096693036
1,6,0,0,0.83586959699
1,7,0,0,1.41144317993
1,8,0,0,1.10333519585
1,9,0,0,1.30943582131
1,10,0,0,0.761661583031
1,11,0,0,0.528634881353
1,12,0,0,0.267985274434
1,13,0,0,0.833373138949
1,14,0,0,1.00171650306
1,15,0,0,0.58051902437
1,16,0,0,0.71224447085
1,17,0,0,1.00705025487
1,18,0,0,0.0620760309133
1,19,0,0,0.832805609467
1,20,0,0,1.23374863906
1,21,0,0,0.114739397309
1,22,0,0,1.16350673014
1,23,0,0,0.162547748803
1,24,0,0,0.655767719535
1,25,0,0,1.20674567532
1,26,0,0,1.21589307579
1,27,0,0,0.801364882099
1,28,0,0,0.939494091188
1,29,0,0,0.320906368369
1,30,0,0,0.799313655863
1,31,0,0,0.131845598534
1,32,0,0,1.36731182738
1,33,0,0,0.927881884328
1,34,0,0,1.15937750073
1,35,0,0,1.28854589617
1,36,0,0,0.426466201001
1,37,0,0,0.902236349978
1,38,0,0,0.300972506204
1,39,0,0,0.897346087447
1,40,0,0,0.361524353953
1,41,0,0,0.728787959387
1,42,0,0,0.0934306866745
1,43,0,0,1.37234564976
1,44,0,0,0.0797517072277
1,45,0,0,1.23983229608
1,46,0,0,0.5728053445
1,47,0,0,0.982895205298
1,48,0,0,0.299476353065
1,49,0,0,1.49887914872
1,50,0,0,1.13654643512
1,51,0,0,1.23584574417
1,52,0,0,1.11161841115
1,53,0,0,0.882033239625
1,54,0,0,0.140979638755
1,55,0,0,0.580610403873
1,56,0,0,1.08782304482
1,57,0,0,0.228480164709
1,58,0,0,1.20944256042
1,59,0,0,0.503953885958
1,60,0,0,1.29931530455
1,61,0,0,0.381792654778
1,62,0,0,1.11221673207
1,63,0,0,0.517704620939
1,64,0,0,0.1609474141
1,65,0,0,0.929062124513
1,66,0,0,1.02701554196
1,67,0,0,1.29886930374
1,68,0,0,0.354168383524
1,69,0,0,0.7688750832
1,70,0,0,0.454646684495
1,71,0,0,1.29986908343
1,72,0,0,0.00517507541963
1,73,0,0,1.32065365246
1,74,0,0,1.49179496207
1,75,0,0,0.857512117102
1,76,0,0,0.354526707567
1,77,0,0,1.04342633398
1,78,0,0,0.773456019235
1,79,0,0,1.47321853754
1,80,0,0,0.121995168794
1,81,0,0,0.384741727641
1,82,0,0,1.10877798169
1,83,0,0,1.13229750375
1,84,0,0,1.4085079927
1,85,0,0,0.209301222827
1,86,0,0,0.625882243885
1,87,0,0,1.31944643396
1,88,0,0,0.491645987554
1,89,0,0,1.24930305211
1,90,0,0,1.44730144892
1,91,0,0,1.48403297717
1,92,0,0,0.544925101844
1,93,0,0,1.29534371372
1,94,0,0,1.19917205994
1,95,0,0,0.880562871252
1,96,0,0,1.4943924811
1,97,0,0,1.39491543418
1,98,0,0,0.43525921006
1,99,0,0,0.271449338987
1,100,0,0,0.895243817193
1,101,0,0,0.628027402459
1,102,0,0,1.41177507723
1,103,0,0,1.21680725631
1,104,0,0,0.163494780319
1,105,0,0,0.926465409876
1,106,0,0,1.18706461691
1,107,0,0,0.559585410065
1,108,0,0,1.46414240688
1,109,0,0,0.691294244873
1,110,0,0,1.2871942125
1,111,0,0,0.560123057807
1,112,0,0,0.576952322041
1,113,0,0,1.45470123481
1,114,0,0,0.536682305338
1,115,0,0,0.984861363413
1,116,0,0,0.849325345907
1,117,0,0,0.369776722643
1,118,0,0,0.716942608482
1,119,0,0,0.674097558028
1,120,0,0,1.04382064166
1,121,0,0,0.501534752107
1,122,0,0,0.679100968493
1,123,0,0,0.250912430221
1,124,0,0,0.827577080762
1,125,0,0,0.285469984168
1,126,0,0,1.19227622188
1,127,0,0,0.421128532571
1,128,0,0,0.627153490702
1,129,0,0,0.801702694661
1,130,0,0,1.07110799028
1,131,0,0,1.40134154258
1,132,0,0,0.478456752393
1,133,0,0,0.624195009994
1,134,0,0,0.397906461499
1,135,0,0,0.423811115776
1,136,0,0,0.0872590521906
1,137,0,0,0.0499904515696
1,138,0,0,0.00412417967654
1,139,0,0,1.28830538836
1,140,0,0,0.857967020702
1,141,0,0,0.961475173737
1,142,0,0,1.1727837263
1,143,0,0,0.779174890686
1,144,0,0,0.180622762366
1,145,0,0,0.163834588692
1,146,0,0,0.885390810191
1,147,0,0,1.39323042951
1,148,0,0,0.672679973301
1,149,0,0,0.101544022931
1,150,0,0,1.45745163225
1,151,0,0,0.352769031077
1,152,0,0,0.945533955427
1,153,0,0,1.19379834175
1,154,0,0,0.222886033439
1,155,0,0,0.731034475643
1,156,0,0,0.380235195934
1,157,0,0,0.488041202684
1,158,0,0,0.143668785418
1,159,0,0,0.977077430061
1,160,0,0,0.5223766242
1,161,0,0,0.330630446679
1,162,0,0,1.21963185703
1,163,0,0,1.46536760229
1,164,0,0,1.07937482125
1,165,0,0,0.589823359151
1,166,0,0,0.164525587295
1,167,0,0,0.521385227767
1,168,0,0,0.705821023845
1,169,0,0,0.119808340054
1,170,0,0,0.662467822704
1,171,0,0,1.49245720252
1,172,0,0,1.12420194476
1,173,0,0,0.685850350214
1,174,0,0,0.991366482484
